region,regname,yearcode,age2,tenure4,tenurename,poverty_status,poverty,N_ten4s,N_all2
1,London,1994,38,3,Private rent,1,Poorest fifth,12738.2750013744,85994
1,London,1994,38,4,Care of/rent free,1,Poorest fifth,4129.19607856099,85994
1,London,1994,40,1,Owner occupier,1,Poorest fifth,25040.1459266118,69922
1,London,1994,40,2,Social rent,1,Poorest fifth,31322.0677637474,69922
1,London,1994,40,3,Private rent,1,Poorest fifth,10253.3909925341,69922
1,London,1994,40,4,Care of/rent free,1,Poorest fifth,3306.39531710666,69922
1,London,1994,42,1,Owner occupier,1,Poorest fifth,27926.7375210962,73277
1,London,1994,42,2,Social rent,1,Poorest fifth,32075.2327605166,73277
1,London,1994,42,3,Private rent,1,Poorest fifth,10967.2431998263,73277
1,London,1994,42,4,Care of/rent free,1,Poorest fifth,2307.78651856091,73277
1,London,1994,44,1,Owner occupier,1,Poorest fifth,22836.1136905389,53694
1,London,1994,44,2,Social rent,1,Poorest fifth,22948.2950050215,53694
1,London,1994,44,3,Private rent,1,Poorest fifth,6751.43859858918,53694
1,London,1994,44,4,Care of/rent free,1,Poorest fifth,1158.15270585041,53694
1,London,1994,46,1,Owner occupier,1,Poorest fifth,31070.3805108597,65596
1,London,1994,46,2,Social rent,1,Poorest fifth,24357.2929078211,65596
1,London,1994,46,3,Private rent,1,Poorest fifth,7871.50609809892,65596
1,London,1994,46,4,Care of/rent free,1,Poorest fifth,2296.82048322029,65596
1,London,1994,48,1,Owner occupier,1,Poorest fifth,27608.3226254579,58699
1,London,1994,48,2,Social rent,1,Poorest fifth,19129.9668805364,58699
1,London,1994,48,3,Private rent,1,Poorest fifth,9426.89206825931,58699
1,London,1994,48,4,Care of/rent free,1,Poorest fifth,2533.81842574633,58699
1,London,1994,50,1,Owner occupier,1,Poorest fifth,24515.4342900675,53343
1,London,1994,50,2,Social rent,1,Poorest fifth,19053.2577917307,53343
1,London,1994,50,3,Private rent,1,Poorest fifth,7670.6361226133,53343
1,London,1994,50,4,Care of/rent free,1,Poorest fifth,2103.67179558855,53343
1,London,1994,52,1,Owner occupier,1,Poorest fifth,15685.9595949206,36696
1,London,1994,52,2,Social rent,1,Poorest fifth,16752.0995969895,36696
1,London,1994,52,3,Private rent,1,Poorest fifth,3471.4598541709,36696
1,London,1994,52,4,Care of/rent free,1,Poorest fifth,786.480953919035,36696
1,London,1994,54,1,Owner occupier,1,Poorest fifth,22301.6756895161,47193
1,London,1994,54,2,Social rent,1,Poorest fifth,21312.6461262698,47193
1,London,1994,54,3,Private rent,1,Poorest fifth,2751.88518823326,47193
1,London,1994,54,4,Care of/rent free,1,Poorest fifth,826.792995980877,47193
1,London,1994,56,1,Owner occupier,1,Poorest fifth,17188.3499776175,45586
1,London,1994,56,2,Social rent,1,Poorest fifth,22887.5810314054,45586
1,London,1994,56,3,Private rent,1,Poorest fifth,4486.56128596074,45586
1,London,1994,56,4,Care of/rent free,1,Poorest fifth,1023.50770501632,45586
1,London,1994,58,1,Owner occupier,1,Poorest fifth,19611.0808062113,49290
1,London,1994,58,2,Social rent,1,Poorest fifth,23462.408590477,49290
1,London,1994,58,3,Private rent,1,Poorest fifth,4976.20682806371,49290
1,London,1994,58,4,Care of/rent free,1,Poorest fifth,1240.30377524805,49290
1,London,1994,60,1,Owner occupier,1,Poorest fifth,19519.4177609123,43312
1,London,1994,60,2,Social rent,1,Poorest fifth,15914.3121430526,43312
1,London,1994,60,3,Private rent,1,Poorest fifth,5661.63536357274,43312
1,London,1994,60,4,Care of/rent free,1,Poorest fifth,2216.63473246238,43312
1,London,1994,62,1,Owner occupier,1,Poorest fifth,21388.5344985589,48551
1,London,1994,62,2,Social rent,1,Poorest fifth,21805.1088075312,48551
1,London,1994,62,3,Private rent,1,Poorest fifth,3858.09880322876,48551
1,London,1994,62,4,Care of/rent free,1,Poorest fifth,1499.25789068119,48551
1,London,1994,64,1,Owner occupier,1,Poorest fifth,19728.1895849998,46244
1,London,1994,64,2,Social rent,1,Poorest fifth,22031.7244336018,46244
1,London,1994,64,3,Private rent,1,Poorest fifth,3268.70457803636,46244
1,London,1994,64,4,Care of/rent free,1,Poorest fifth,1215.38140336209,46244
1,London,1994,66,1,Owner occupier,1,Poorest fifth,9222.64937414126,28442
1,London,1994,66,2,Social rent,1,Poorest fifth,15778.9313868443,28442
1,London,1994,66,3,Private rent,1,Poorest fifth,2867.1012894358,28442
1,London,1994,66,4,Care of/rent free,1,Poorest fifth,573.317949578685,28442
1,London,1994,68,1,Owner occupier,1,Poorest fifth,9704.34152354951,28873
1,London,1994,68,2,Social rent,1,Poorest fifth,16591.2466468401,28873
1,London,1994,68,3,Private rent,1,Poorest fifth,1860.15319008443,28873
1,London,1994,68,4,Care of/rent free,1,Poorest fifth,717.258639525946,28873
1,London,1994,70,1,Owner occupier,1,Poorest fifth,11572.4690896318,37536
1,London,1994,70,2,Social rent,1,Poorest fifth,21517.5531573979,37536
1,London,1994,70,3,Private rent,1,Poorest fifth,3024.04891991049,37536
1,London,1994,70,4,Care of/rent free,1,Poorest fifth,1421.92883305982,37536
1,London,1994,72,1,Owner occupier,1,Poorest fifth,9306.73316299775,32954
1,London,1994,72,2,Social rent,1,Poorest fifth,19858.9873263106,32954
1,London,1994,72,3,Private rent,1,Poorest fifth,2637.70197036758,32954
1,London,1994,72,4,Care of/rent free,1,Poorest fifth,1150.57754032411,32954
1,London,1994,74,1,Owner occupier,1,Poorest fifth,18860.1906968407,54876
1,London,1994,74,2,Social rent,1,Poorest fifth,30501.3957845329,54876
1,London,1994,74,3,Private rent,1,Poorest fifth,4398.69739404365,54876
1,London,1994,74,4,Care of/rent free,1,Poorest fifth,1115.71612458274,54876
1,London,1994,76,1,Owner occupier,1,Poorest fifth,10286.6365856283,26357
1,London,1994,76,2,Social rent,1,Poorest fifth,12388.5068171033,26357
1,London,1994,76,3,Private rent,1,Poorest fifth,3220.56657487249,26357
1,London,1994,76,4,Care of/rent free,1,Poorest fifth,461.290022395902,26357
1,London,1994,78,1,Owner occupier,1,Poorest fifth,15355.3432314044,35373
1,London,1994,78,2,Social rent,1,Poorest fifth,14471.9651364476,35373
1,London,1994,78,3,Private rent,1,Poorest fifth,4622.50580358551,35373
1,London,1994,78,4,Care of/rent free,1,Poorest fifth,923.185828562445,35373
1,London,1994,80,1,Owner occupier,1,Poorest fifth,34011.9300638174,99402
1,London,1994,80,2,Social rent,1,Poorest fifth,45472.9138020283,99402
1,London,1994,80,3,Private rent,1,Poorest fifth,16956.2848199248,99402
1,London,1994,80,4,Care of/rent free,1,Poorest fifth,2960.87131422947,99402
1,London,1996,16,1,Owner occupier,1,Poorest fifth,404.009645301805,27165
1,London,1996,16,2,Social rent,1,Poorest fifth,4257.81166971353,27165
1,London,1996,16,3,Private rent,1,Poorest fifth,1203.1593049407,27165
1,London,1996,16,4,Care of/rent free,1,Poorest fifth,21300.019380044,27165
1,London,1996,18,1,Owner occupier,1,Poorest fifth,731.592329726959,70421
1,London,1996,18,2,Social rent,1,Poorest fifth,10515.3730964353,70421
1,London,1996,18,3,Private rent,1,Poorest fifth,11883.9245785501,70421
1,London,1996,18,4,Care of/rent free,1,Poorest fifth,47290.1099952877,70421
1,London,1996,20,1,Owner occupier,1,Poorest fifth,1340.7700308877,99351
1,London,1996,20,2,Social rent,1,Poorest fifth,20144.288383158,99351
1,London,1996,20,3,Private rent,1,Poorest fifth,31865.1439616168,99351
1,London,1996,20,4,Care of/rent free,1,Poorest fifth,46000.7976243376,99351
1,London,1996,22,1,Owner occupier,1,Poorest fifth,6420.19162444602,131250
1,London,1996,22,2,Social rent,1,Poorest fifth,39888.9463107865,131250
1,London,1996,22,3,Private rent,1,Poorest fifth,48647.374551206,131250
1,London,1996,22,4,Care of/rent free,1,Poorest fifth,36293.4875135615,131250
1,London,1996,24,1,Owner occupier,1,Poorest fifth,8646.54202728534,109142
1,London,1996,24,2,Social rent,1,Poorest fifth,40551.1626767322,109142
1,London,1996,24,3,Private rent,1,Poorest fifth,38062.3867334786,109142
1,London,1996,24,4,Care of/rent free,1,Poorest fifth,21881.9085625039,109142
1,London,1996,26,1,Owner occupier,1,Poorest fifth,13424.5818456207,131424
1,London,1996,26,2,Social rent,1,Poorest fifth,58616.0435635266,131424
1,London,1996,26,3,Private rent,1,Poorest fifth,43743.5447043233,131424
1,London,1996,26,4,Care of/rent free,1,Poorest fifth,15639.8298865293,131424
1,London,1996,28,1,Owner occupier,1,Poorest fifth,20387.6620368706,129498
1,London,1996,28,2,Social rent,1,Poorest fifth,58217.4854718229,129498
1,London,1996,28,3,Private rent,1,Poorest fifth,41846.8230494028,129498
1,London,1996,28,4,Care of/rent free,1,Poorest fifth,9046.02944190371,129498
1,London,1996,30,1,Owner occupier,1,Poorest fifth,23901.4399471407,108581
1,London,1996,30,2,Social rent,1,Poorest fifth,49875.0854459042,108581
1,London,1996,30,3,Private rent,1,Poorest fifth,28647.3744002345,108581
1,London,1996,30,4,Care of/rent free,1,Poorest fifth,6157.10020672055,108581
1,London,1996,32,1,Owner occupier,1,Poorest fifth,32998.6016639089,138266
1,London,1996,32,2,Social rent,1,Poorest fifth,66047.1826293351,138266
1,London,1996,32,3,Private rent,1,Poorest fifth,31538.6902808789,138266
1,London,1996,32,4,Care of/rent free,1,Poorest fifth,7681.52542587717,138266
1,London,1996,34,1,Owner occupier,1,Poorest fifth,36782.9198470593,120481
1,London,1996,34,2,Social rent,1,Poorest fifth,57548.9644559252,120481
1,London,1996,34,3,Private rent,1,Poorest fifth,21012.7710750873,120481
1,London,1996,34,4,Care of/rent free,1,Poorest fifth,5136.3446219282,120481
1,London,1996,36,1,Owner occupier,1,Poorest fifth,38523.8131391906,110200
1,London,1996,36,2,Social rent,1,Poorest fifth,51514.1100313838,110200
1,London,1996,36,3,Private rent,1,Poorest fifth,17011.5920017303,110200
1,London,1996,36,4,Care of/rent free,1,Poorest fifth,3150.48482769534,110200
1,London,1996,38,1,Owner occupier,1,Poorest fifth,36058.6003982869,98262
1,London,1996,38,2,Social rent,1,Poorest fifth,44842.70513364,98262
1,London,1996,38,3,Private rent,1,Poorest fifth,14503.6099494799,98262
1,London,1996,38,4,Care of/rent free,1,Poorest fifth,2857.08451859327,98262
1,London,1996,40,1,Owner occupier,1,Poorest fifth,29247.1243426123,76143
1,London,1996,40,2,Social rent,1,Poorest fifth,34055.8933155518,76143
1,London,1996,40,3,Private rent,1,Poorest fifth,10572.1783083829,76143
1,London,1996,40,4,Care of/rent free,1,Poorest fifth,2267.80403345304,76143
1,London,1996,42,1,Owner occupier,1,Poorest fifth,24202.5831200177,63067
1,London,1996,42,2,Social rent,1,Poorest fifth,29219.2096010524,63067
1,London,1996,42,3,Private rent,1,Poorest fifth,8447.48033897482,63067
1,London,1996,42,4,Care of/rent free,1,Poorest fifth,1197.7269399551,63067
1,London,1996,44,1,Owner occupier,1,Poorest fifth,30447.8148737504,75285
1,London,1996,44,2,Social rent,1,Poorest fifth,33991.9474150184,75285
1,London,1996,44,3,Private rent,1,Poorest fifth,9279.45171339541,75285
1,London,1996,44,4,Care of/rent free,1,Poorest fifth,1565.78599783578,75285
1,London,1996,46,1,Owner occupier,1,Poorest fifth,25131.7316807976,60642
1,London,1996,46,2,Social rent,1,Poorest fifth,26586.9904500239,60642
1,London,1996,46,3,Private rent,1,Poorest fifth,6831.65761301106,60642
1,London,1996,46,4,Care of/rent free,1,Poorest fifth,2091.62025616735,60642
1,London,1996,48,1,Owner occupier,1,Poorest fifth,35768.3790835253,79887
1,London,1996,48,2,Social rent,1,Poorest fifth,27515.4355309904,79887
1,London,1996,48,3,Private rent,1,Poorest fifth,13118.7398779662,79887
1,London,1996,48,4,Care of/rent free,1,Poorest fifth,3484.44550751814,79887
1,London,1996,50,1,Owner occupier,1,Poorest fifth,20663.1240899189,47331
1,London,1996,50,2,Social rent,1,Poorest fifth,18369.719413806,47331
1,London,1996,50,3,Private rent,1,Poorest fifth,6668.8918599666,47331
1,London,1996,50,4,Care of/rent free,1,Poorest fifth,1629.2646363084,47331
1,London,1996,52,1,Owner occupier,1,Poorest fifth,16023.6775625365,38555
1,London,1996,52,2,Social rent,1,Poorest fifth,17921.7766115569,38555
1,London,1996,52,3,Private rent,1,Poorest fifth,3879.04587157291,38555
1,London,1996,52,4,Care of/rent free,1,Poorest fifth,730.499954333775,38555
1,London,1996,54,1,Owner occupier,1,Poorest fifth,19056.1152050091,40817
1,London,1996,54,2,Social rent,1,Poorest fifth,17612.6745634313,40817
1,London,1996,54,3,Private rent,1,Poorest fifth,3614.7936721385,40817
1,London,1996,54,4,Care of/rent free,1,Poorest fifth,533.416559421109,40817
1,London,1996,56,1,Owner occupier,1,Poorest fifth,20272.7934110541,47039
1,London,1996,56,2,Social rent,1,Poorest fifth,20602.8753562517,47039
1,London,1996,56,3,Private rent,1,Poorest fifth,5410.5832122921,47039
1,London,1996,56,4,Care of/rent free,1,Poorest fifth,752.748020402097,47039
1,London,1996,58,1,Owner occupier,1,Poorest fifth,25112.2560851512,60391
1,London,1996,58,2,Social rent,1,Poorest fifth,23959.4167277118,60391
1,London,1996,58,3,Private rent,1,Poorest fifth,8712.59130936713,60391
1,London,1996,58,4,Care of/rent free,1,Poorest fifth,2606.7358777699,60391
1,London,1996,60,1,Owner occupier,1,Poorest fifth,19087.4902360675,44842
1,London,1996,60,2,Social rent,1,Poorest fifth,18155.9660488806,44842
1,London,1996,60,3,Private rent,1,Poorest fifth,5131.78197341711,44842
1,London,1996,60,4,Care of/rent free,1,Poorest fifth,2466.76174163483,44842
1,London,1996,62,1,Owner occupier,1,Poorest fifth,23218.7535969244,47046
1,London,1996,62,2,Social rent,1,Poorest fifth,18736.6233647196,47046
1,London,1996,62,3,Private rent,1,Poorest fifth,3102.03041789165,47046
1,London,1996,62,4,Care of/rent free,1,Poorest fifth,1988.59262046434,47046
1,London,1996,64,1,Owner occupier,1,Poorest fifth,24414.0566187896,59364
1,London,1996,64,2,Social rent,1,Poorest fifth,29217.5634643571,59364
1,London,1996,64,3,Private rent,1,Poorest fifth,4316.90763302971,59364
1,London,1996,64,4,Care of/rent free,1,Poorest fifth,1415.47228382356,59364
1,London,1996,66,1,Owner occupier,1,Poorest fifth,10632.3171811333,28861
1,London,1996,66,2,Social rent,1,Poorest fifth,15485.5751969556,28861
1,London,1996,66,3,Private rent,1,Poorest fifth,2099.76115509688,28861
1,London,1996,66,4,Care of/rent free,1,Poorest fifth,643.346466814192,28861
1,London,1996,68,1,Owner occupier,1,Poorest fifth,14943.876842028,43855
1,London,1996,68,2,Social rent,1,Poorest fifth,23735.9371094929,43855
1,London,1996,68,3,Private rent,1,Poorest fifth,4097.4176872727,43855
1,London,1996,68,4,Care of/rent free,1,Poorest fifth,1077.76836120634,43855
1,London,1996,70,1,Owner occupier,1,Poorest fifth,12146.2554550546,40264
1,London,1996,70,2,Social rent,1,Poorest fifth,23875.627543915,40264
1,London,1996,70,3,Private rent,1,Poorest fifth,3076.8156815858,40264
1,London,1996,70,4,Care of/rent free,1,Poorest fifth,1165.30131944456,40264
1,London,1996,72,1,Owner occupier,1,Poorest fifth,13319.0158987666,45720
1,London,1996,72,2,Social rent,1,Poorest fifth,27168.9303579724,45720
1,London,1996,72,3,Private rent,1,Poorest fifth,3621.42346886343,45720
1,London,1996,72,4,Care of/rent free,1,Poorest fifth,1610.63027439758,45720
1,London,1996,74,1,Owner occupier,1,Poorest fifth,11370.7913920311,34436
1,London,1996,74,2,Social rent,1,Poorest fifth,18575.3523991213,34436
1,London,1996,74,3,Private rent,1,Poorest fifth,3840.86983704102,34436
1,London,1996,74,4,Care of/rent free,1,Poorest fifth,648.986371806583,34436
1,London,1996,76,1,Owner occupier,1,Poorest fifth,19314.9789394227,46464
1,London,1996,76,2,Social rent,1,Poorest fifth,21728.7451935604,46464
1,London,1996,76,3,Private rent,1,Poorest fifth,4980.94032798069,46464
1,London,1996,76,4,Care of/rent free,1,Poorest fifth,439.335539036208,46464
1,London,1996,78,1,Owner occupier,1,Poorest fifth,11851.5052675764,29695
1,London,1996,78,2,Social rent,1,Poorest fifth,12832.0491267906,29695
1,London,1996,78,3,Private rent,1,Poorest fifth,4329.63228545991,29695
1,London,1996,78,4,Care of/rent free,1,Poorest fifth,681.813320173154,29695
1,London,1996,80,1,Owner occupier,1,Poorest fifth,37681.6807423615,89720
1,London,1996,80,2,Social rent,1,Poorest fifth,31280.4049838978,89720
1,London,1996,80,3,Private rent,1,Poorest fifth,16879.7415363537,89720
1,London,1996,80,4,Care of/rent free,1,Poorest fifth,3878.17273738697,89720
1,London,1998,16,1,Owner occupier,1,Poorest fifth,358.5,24105
1,London,1998,16,2,Social rent,1,Poorest fifth,3499.67705865495,24105
1,London,1998,16,3,Private rent,1,Poorest fifth,368.440511456921,24105
1,London,1998,16,4,Care of/rent free,1,Poorest fifth,19878.3824298881,24105
1,London,1998,18,1,Owner occupier,1,Poorest fifth,837.946331476642,56036
1,London,1998,18,2,Social rent,1,Poorest fifth,10422.7444649395,56036
1,London,1998,18,3,Private rent,1,Poorest fifth,5846.67852795105,56036
1,London,1998,18,4,Care of/rent free,1,Poorest fifth,38928.6306756328,56036
1,London,1998,20,1,Owner occupier,1,Poorest fifth,1491.39542197717,87703
1,London,1998,20,2,Social rent,1,Poorest fifth,18184.4331135217,87703
1,London,1998,20,3,Private rent,1,Poorest fifth,24730.3616513473,87703
1,London,1998,20,4,Care of/rent free,1,Poorest fifth,43296.8098131539,87703
1,London,1998,22,1,Owner occupier,1,Poorest fifth,3223.35450555369,114105
1,London,1998,22,2,Social rent,1,Poorest fifth,30022.4681376641,114105
1,London,1998,22,3,Private rent,1,Poorest fifth,43698.4627031771,114105
1,London,1998,22,4,Care of/rent free,1,Poorest fifth,37160.7146536051,114105
1,London,1998,24,1,Owner occupier,1,Poorest fifth,5931.21166166976,95727
1,London,1998,24,2,Social rent,1,Poorest fifth,32339.1484939272,95727
1,London,1998,24,3,Private rent,1,Poorest fifth,41906.0529689973,95727
1,London,1998,24,4,Care of/rent free,1,Poorest fifth,15550.5868754058,95727
1,London,1998,26,1,Owner occupier,1,Poorest fifth,13329.8049358896,113730
1,London,1998,26,2,Social rent,1,Poorest fifth,43709.4868791155,113730
1,London,1998,26,3,Private rent,1,Poorest fifth,45424.3335911862,113730
1,London,1998,26,4,Care of/rent free,1,Poorest fifth,11266.3745938087,113730
1,London,1998,28,1,Owner occupier,1,Poorest fifth,12012.232037614,77712
1,London,1998,28,2,Social rent,1,Poorest fifth,32088.6563073417,77712
1,London,1998,28,3,Private rent,1,Poorest fifth,29184.5881957524,77712
1,London,1998,28,4,Care of/rent free,1,Poorest fifth,4426.52345929188,77712
1,London,1998,30,1,Owner occupier,1,Poorest fifth,19159.4142465929,101730
1,London,1998,30,2,Social rent,1,Poorest fifth,48569.9461155634,101730
1,London,1998,30,3,Private rent,1,Poorest fifth,29996.3538203491,101730
1,London,1998,30,4,Care of/rent free,1,Poorest fifth,4004.28581749456,101730
1,London,1998,32,1,Owner occupier,1,Poorest fifth,26726.8294388556,106102
1,London,1998,32,2,Social rent,1,Poorest fifth,49812.7518536491,106102
1,London,1998,32,3,Private rent,1,Poorest fifth,24772.1433699211,106102
1,London,1998,32,4,Care of/rent free,1,Poorest fifth,4790.2753375742,106102
1,London,1998,34,1,Owner occupier,1,Poorest fifth,25272.2050168531,100495
1,London,1998,34,2,Social rent,1,Poorest fifth,51769.3095653639,100495
1,London,1998,34,3,Private rent,1,Poorest fifth,19902.2454998494,100495
1,London,1998,34,4,Care of/rent free,1,Poorest fifth,3551.23991793366,100495
1,London,1998,36,1,Owner occupier,1,Poorest fifth,38411.8836356509,139792
1,London,1998,36,2,Social rent,1,Poorest fifth,72891.4642776771,139792
1,London,1998,36,3,Private rent,1,Poorest fifth,24911.048616405,139792
1,London,1998,36,4,Care of/rent free,1,Poorest fifth,3577.60347026711,139792
1,London,1998,38,1,Owner occupier,1,Poorest fifth,37377.8284027912,109690
1,London,1998,38,2,Social rent,1,Poorest fifth,55505.2786313051,109690
1,London,1998,38,3,Private rent,1,Poorest fifth,15408.0040999289,109690
1,London,1998,38,4,Care of/rent free,1,Poorest fifth,1398.88886597483,109690
1,London,1998,40,1,Owner occupier,1,Poorest fifth,26679.6768022962,78244
1,London,1998,40,2,Social rent,1,Poorest fifth,40994.4728290697,78244
1,London,1998,40,3,Private rent,1,Poorest fifth,9428.60808023436,78244
1,London,1998,40,4,Care of/rent free,1,Poorest fifth,1141.24228839981,78244
1,London,1998,42,1,Owner occupier,1,Poorest fifth,31262.9138858849,88692
1,London,1998,42,2,Social rent,1,Poorest fifth,44868.1699405761,88692
1,London,1998,42,3,Private rent,1,Poorest fifth,11991.0942255708,88692
1,London,1998,42,4,Care of/rent free,1,Poorest fifth,569.821947968177,88692
1,London,1998,44,1,Owner occupier,1,Poorest fifth,27880.8377024471,68312
1,London,1998,44,2,Social rent,1,Poorest fifth,31909.145507957,68312
1,London,1998,44,3,Private rent,1,Poorest fifth,7913.58537145795,68312
1,London,1998,44,4,Care of/rent free,1,Poorest fifth,608.431418138009,68312
1,London,1998,46,1,Owner occupier,1,Poorest fifth,20205.8918290293,56591
1,London,1998,46,2,Social rent,1,Poorest fifth,28265.4748124251,56591
1,London,1998,46,3,Private rent,1,Poorest fifth,6810.1841157873,56591
1,London,1998,46,4,Care of/rent free,1,Poorest fifth,1309.44924275834,56591
1,London,1998,48,1,Owner occupier,1,Poorest fifth,27505.9188373286,63619
1,London,1998,48,2,Social rent,1,Poorest fifth,24024.5518243479,63619
1,London,1998,48,3,Private rent,1,Poorest fifth,10072.3172715183,63619
1,London,1998,48,4,Care of/rent free,1,Poorest fifth,2016.21206680515,63619
1,London,1998,50,1,Owner occupier,1,Poorest fifth,21113.226593508,53198
1,London,1998,50,2,Social rent,1,Poorest fifth,21792.3769316418,53198
1,London,1998,50,3,Private rent,1,Poorest fifth,8674.15229467581,53198
1,London,1998,50,4,Care of/rent free,1,Poorest fifth,1618.24418017444,53198
1,London,1998,52,1,Owner occupier,1,Poorest fifth,19012.8760864095,45323
1,London,1998,52,2,Social rent,1,Poorest fifth,19796.9483913364,45323
1,London,1998,52,3,Private rent,1,Poorest fifth,5831.49530344409,45323
1,London,1998,52,4,Care of/rent free,1,Poorest fifth,681.680218810006,45323
1,London,1998,54,1,Owner occupier,1,Poorest fifth,14116.5452065609,30330
1,London,1998,54,2,Social rent,1,Poorest fifth,12441.8372092569,30330
1,London,1998,54,3,Private rent,1,Poorest fifth,3344.2685837277,30330
1,London,1998,54,4,Care of/rent free,1,Poorest fifth,427.34900045456,30330
1,London,1998,56,1,Owner occupier,1,Poorest fifth,21013.4136301359,45568
1,London,1998,56,2,Social rent,1,Poorest fifth,16915.9307039976,45568
1,London,1998,56,3,Private rent,1,Poorest fifth,7059.33087747551,45568
1,London,1998,56,4,Care of/rent free,1,Poorest fifth,579.324788391007,45568
1,London,1998,58,1,Owner occupier,1,Poorest fifth,19581.4763751099,47201
1,London,1998,58,2,Social rent,1,Poorest fifth,19495.9963560339,47201
1,London,1998,58,3,Private rent,1,Poorest fifth,6801.7539653113,47201
1,London,1998,58,4,Care of/rent free,1,Poorest fifth,1321.77330354485,47201
1,London,1998,60,1,Owner occupier,1,Poorest fifth,19053.4255812358,43417
1,London,1998,60,2,Social rent,1,Poorest fifth,17095.6950753508,43417
1,London,1998,60,3,Private rent,1,Poorest fifth,4954.32349356269,43417
1,London,1998,60,4,Care of/rent free,1,Poorest fifth,2313.55584985073,43417
1,London,1998,62,1,Owner occupier,1,Poorest fifth,21174.8409410309,46280
1,London,1998,62,2,Social rent,1,Poorest fifth,20194.659556676,46280
1,London,1998,62,3,Private rent,1,Poorest fifth,2847.03908217577,46280
1,London,1998,62,4,Care of/rent free,1,Poorest fifth,2063.46042011736,46280
1,London,1998,64,1,Owner occupier,1,Poorest fifth,15938.0263010268,38736
1,London,1998,64,2,Social rent,1,Poorest fifth,19734.8930556732,38736
1,London,1998,64,3,Private rent,1,Poorest fifth,2279.92931259069,38736
1,London,1998,64,4,Care of/rent free,1,Poorest fifth,783.151330709309,38736
1,London,1998,66,1,Owner occupier,1,Poorest fifth,12258.568713142,33822
